season,weather,humidity,windspeed,rent
1,3,55,11.0014,0.6931471805599453
1,2,74,11.0014,1.791759469228055
1,2,74,11.0014,1.0986122886681096
1,2,74,7.0015,2.302585092994046
1,3,93,7.0015,2.772588722239781
1,3,93,7.0015,3.044522437723423
1,2,80,11.0014,4.127134385045092
1,2,69,26.0027,4.143134726391533
1,2,59,23.9994,4.59511985013459
1,1,44,22.0028,4.634728988229636
1,1,32,32.9975,4.564348191467836
1,1,32,30.0026,4.31748811353631
1,1,29,30.0026,4.343805421853684
1,1,37,36.9974,4.248495242049359
1,1,39,19.9995,4.02535169073515
1,1,36,16.9979,3.4339872044851463
1,1,36,16.9979,3.367295829986474
1,1,39,23.9994,3.6375861597263857
1,1,36,26.0027,3.5553480614894135
1,1,39,30.0026,3.1354942159291497
1,1,42,26.0027,3.258096538021482
1,1,42,31.0009,2.5649493574615367
1,1,46,31.0009,2.4849066497880004
1,1,46,27.9993,1.6094379124341003
1,1,53,12.998,0.6931471805599453
1,1,53,12.998,0.6931471805599453
1,1,49,19.0012,0.6931471805599453
1,1,53,12.998,1.9459101490553132
1,1,49,19.0012,2.3978952727983707
1,1,46,35.0008,2.995732273553991
1,1,43,26.0027,3.912023005428146
1,1,40,35.0008,3.912023005428146
1,1,37,30.0026,4.430816798843313
1,1,34,30.0026,4.330733340286331
1,1,32,31.0009,4.290459441148391
1,1,35,23.9994,4.418840607796598
1,1,34,30.0026,4.532599493153256
1,1,37,26.0027,4.143134726391533
1,1,40,22.0028,3.8918202981106265
1,1,43,22.0028,3.7376696182833684
1,1,46,16.9979,3.6635616461296463
1,1,46,27.9993,3.044522437723423
1,1,46,19.9995,2.772588722239781
1,1,50,12.998,1.9459101490553132
1,1,50,19.0012,1.791759469228055
1,1,50,19.0012,0.6931471805599453
1,1,50,15.0013,1.3862943611198906
1,1,50,15.0013,0.6931471805599453
1,1,54,8.9981,1.3862943611198906
1,1,54,16.9979,1.3862943611198906
1,1,50,19.0012,3.4657359027997265
1,1,50,15.0013,4.356708826689592
1,2,50,19.0012,5.241747015059643
1,2,50,16.9979,4.553876891600541
1,2,50,19.9995,3.4657359027997265
1,2,47,19.0012,3.4339872044851463
1,2,40,19.0012,3.970291913552122
1,2,40,19.0012,4.007333185232471
1,2,40,15.0013,3.8712010109078907
1,2,40,15.0013,3.828641396489095
1,1,40,8.9981,4.31748811353631
1,1,40,7.0015,5.187385805840755
1,1,40,15.0013,5.049856007249537
1,1,47,11.0014,4.564348191467836
1,1,50,11.0014,4.31748811353631
1,1,59,12.998,3.6635616461296463
1,1,59,11.0014,3.2188758248682006
1,1,59,11.0014,2.9444389791664403
1,1,59,7.0015,2.5649493574615367
1,1,59,11.0014,1.3862943611198906
1,2,55,12.998,1.3862943611198906
1,2,55,8.9981,1.9459101490553132
1,2,55,8.9981,3.332204510175204
1,2,55,0.0,4.605170185988092
1,2,51,6.0032,5.384495062789089
1,2,51,11.0014,4.875197323201151
1,2,51,11.0014,4.007333185232471
1,2,47,8.9981,3.58351893845611
1,2,51,7.0015,4.060443010546419
1,2,59,6.0032,3.970291913552122
1,2,59,6.0032,4.1588830833596715
1,2,80,6.0032,3.8712010109078907
1,2,86,15.0013,4.343805421853684
1,2,86,15.0013,4.919980925828125
1,3,93,7.0015,4.564348191467836
1,3,93,0.0,3.9512437185814275
1,3,93,12.998,3.4965075614664802
1,3,86,6.0032,3.044522437723423
1,3,93,7.0015,3.4011973816621555
1,3,93,6.0032,2.995732273553991
1,2,86,6.0032,2.0794415416798357
1,2,86,7.0015,1.9459101490553132
1,1,86,8.9981,0.6931471805599453
1,1,86,11.0014,1.791759469228055
1,1,93,8.9981,2.833213344056216
1,1,69,8.9981,4.007333185232471
1,1,59,11.0014,4.859812404361672
1,1,59,22.0028,4.406719247264253
1,1,55,15.0013,3.6888794541139363
1,1,51,26.0027,3.58351893845611
1,1,47,39.0007,4.02535169073515
1,1,44,23.9994,3.912023005428146
1,1,47,22.0028,3.8066624897703196
1,1,47,27.9993,3.912023005428146
1,1,44,22.0028,4.23410650459726
1,1,47,23.9994,4.941642422609304
1,1,47,35.0008,4.927253685157205
1,1,47,27.9993,4.430816798843313
1,1,50,22.0028,4.04305126783455
1,1,55,22.0028,4.060443010546419
1,1,55,30.0026,3.5263605246161616
1,1,59,27.9993,3.044522437723423
1,1,59,19.0012,2.0794415416798357
1,1,50,19.0012,1.0986122886681096
1,1,50,23.9994,1.0986122886681096
1,1,50,22.0028,1.3862943611198906
1,1,50,16.9979,1.6094379124341003
1,1,50,19.9995,1.3862943611198906
1,1,54,8.9981,3.367295829986474
1,1,54,8.9981,4.290459441148391
1,1,50,12.998,5.313205979041787
1,1,50,22.0028,4.941642422609304
1,2,50,23.9994,3.6635616461296463
1,2,44,30.0026,3.6375861597263857
1,1,44,27.9993,3.970291913552122
1,1,41,30.0026,4.430816798843313
1,1,41,26.0027,3.7612001156935624
1,1,38,19.9995,4.110873864173311
1,1,38,23.9994,4.3694478524670215
1,1,40,19.0012,5.093750200806762
1,1,40,22.0028,4.976733742420574
1,1,47,16.9979,4.605170185988092
1,1,47,15.0013,4.174387269895637
1,1,46,19.9995,3.713572066704308
1,1,46,22.0028,3.4339872044851463
1,1,50,12.998,2.772588722239781
1,1,50,12.998,2.70805020110221
1,1,54,11.0014,1.791759469228055
1,1,54,8.9981,0.6931471805599453
1,1,54,7.0015,0.6931471805599453
1,1,54,6.0032,2.1972245773362196
1,1,54,0.0,2.8903717578961645
1,1,74,11.0014,4.2626798770413155
1,1,68,0.0,5.0689042022202315
1,1,69,8.9981,4.770684624465665
1,1,55,12.998,3.8066624897703196
1,1,51,19.0012,3.9889840465642745
1,1,44,16.9979,4.127134385045092
1,1,37,26.0027,4.356708826689592
1,1,41,19.0012,4.174387269895637
1,1,38,11.0014,4.23410650459726
1,1,41,7.0015,4.51085950651685
1,1,41,11.0014,5.075173815233827
1,1,47,0.0,4.941642422609304
1,1,59,6.0032,4.532599493153256
1,1,59,0.0,4.23410650459726
1,1,69,0.0,3.970291913552122
1,2,69,0.0,3.6109179126442243
1,2,55,0.0,3.332204510175204
1,1,55,0.0,3.367295829986474
1,2,59,6.0032,3.044522437723423
1,2,59,6.0032,2.5649493574615367
1,2,59,0.0,2.1972245773362196
1,2,59,0.0,1.791759469228055
1,1,59,0.0,0.6931471805599453
1,1,63,7.0015,1.3862943611198906
1,1,63,0.0,2.3978952727983707
1,1,63,8.9981,3.1780538303479458
1,1,64,8.9981,3.5263605246161616
1,1,59,11.0014,4.0943445622221
1,1,55,15.0013,4.290459441148391
1,1,48,15.0013,4.499809670330265
1,1,38,19.9995,4.624972813284271
1,1,39,19.0012,4.77912349311153
1,2,36,12.998,4.867534450455582
1,2,34,12.998,4.859812404361672
1,2,36,19.0012,4.430816798843313
1,2,45,16.9979,4.442651256490317
1,2,39,16.9979,4.31748811353631
1,2,39,16.9979,3.7376696182833684
1,2,39,15.0013,4.060443010546419
1,2,42,7.0015,3.295836866004329
1,1,45,19.0012,3.8066624897703196
1,1,56,0.0,3.6888794541139363
1,1,56,8.9981,3.1780538303479458
1,1,56,6.0032,2.833213344056216
1,1,69,0.0,2.772588722239781
1,1,56,11.0014,0.6931471805599453
1,2,56,11.0014,1.0986122886681096
1,2,56,11.0014,0.6931471805599453
1,2,56,19.9995,1.3862943611198906
1,1,55,19.0012,2.9444389791664403
1,1,51,16.9979,3.4965075614664802
1,1,51,19.0012,4.382026634673881
1,1,44,16.9979,4.543294782270004
1,1,41,19.0012,4.653960350157523
1,1,35,19.9995,4.77912349311153
1,1,36,16.9979,4.5217885770490405
1,1,38,16.9979,4.736198448394496
1,1,38,15.0013,4.605170185988092
1,1,37,16.9979,4.663439094112067
1,1,40,11.0014,4.219507705176107
1,1,47,8.9981,4.127134385045092
1,1,47,11.0014,4.060443010546419
1,1,51,11.0014,3.367295829986474
1,2,49,8.9981,3.091042453358316
1,2,40,7.0015,2.9444389791664403
1,2,47,15.0013,2.8903717578961645
1,2,44,12.998,2.833213344056216
1,2,43,16.9979,2.1972245773362196
1,2,43,12.998,1.0986122886681096
1,2,43,8.9981,1.3862943611198906
1,2,43,11.0014,0.6931471805599453
1,2,43,12.998,1.791759469228055
1,2,50,8.9981,2.639057329615259
1,2,47,15.0013,3.5263605246161616
1,2,47,15.0013,3.8712010109078907
1,2,50,16.9979,4.060443010546419
1,2,55,12.998,4.174387269895637
1,2,47,8.9981,4.394449154672439
1,2,47,8.9981,4.543294782270004
1,2,43,7.0015,4.465908118654584
1,2,47,11.0014,4.543294782270004
1,2,47,11.0014,4.418840607796598
1,1,51,12.998,4.276666119016055
1,2,55,16.9979,4.532599493153256
1,3,59,12.998,4.110873864173311
1,3,80,12.998,3.5263605246161616
1,3,80,12.998,3.332204510175204
1,3,93,16.9979,2.639057329615259
1,3,86,19.0012,1.6094379124341003
1,2,86,22.0028,1.3862943611198906
1,2,86,15.0013,3.1354942159291497
1,2,80,11.0014,3.367295829986474
1,2,87,11.0014,3.58351893845611
1,2,87,12.998,4.127134385045092
1,2,82,12.998,4.836281906951478
1,2,80,11.0014,4.897839799950911
1,2,80,8.9981,4.605170185988092
1,2,87,0.0,4.430816798843313
1,2,93,7.0015,3.7376696182833684
1,2,93,6.0032,3.5263605246161616
1,2,93,0.0,3.044522437723423
1,2,93,0.0,1.3862943611198906
1,3,93,8.9981,2.0794415416798357
1,3,93,8.9981,1.3862943611198906
1,3,93,8.9981,1.0986122886681096
1,2,93,6.0032,2.0794415416798357
1,2,93,6.0032,3.4965075614664802
1,2,92,7.0015,4.51085950651685
1,2,93,7.0015,5.288267030694535
1,2,93,7.0015,4.700480365792417
1,2,93,8.9981,3.8712010109078907
1,2,87,6.0032,3.970291913552122
1,2,81,6.0032,4.2626798770413155
1,1,62,19.0012,4.3694478524670215
1,1,58,16.9979,4.330733340286331
1,1,54,19.0012,4.418840607796598
1,1,58,26.0027,4.653960350157523
1,1,57,22.0028,5.288267030694535
1,1,61,19.0012,5.087596335232384
1,1,57,27.9993,4.727387818712341
1,1,49,19.9995,4.343805421853684
1,1,49,27.9993,4.0943445622221
1,1,52,11.0014,4.0943445622221
1,1,52,31.0009,3.367295829986474
1,2,64,7.0015,2.1972245773362196
1,2,69,7.0015,1.3862943611198906
1,2,69,0.0,1.0986122886681096
1,2,69,0.0,1.0986122886681096
1,3,93,0.0,1.3862943611198906
1,3,93,0.0,3.1354942159291497
1,3,93,0.0,3.970291913552122
1,3,93,0.0,4.912654885736052
1,2,93,0.0,4.762173934797756
1,2,93,0.0,3.8712010109078907
1,2,86,0.0,3.9512437185814275
1,2,86,0.0,4.02535169073515
1,2,86,0.0,3.970291913552122
1,2,80,6.0032,4.007333185232471
1,2,75,0.0,3.970291913552122
1,2,75,8.9981,4.174387269895637
1,2,75,0.0,5.176149732573829
1,2,81,7.0015,5.1298987149230735
1,2,81,8.9981,4.6913478822291435
1,2,87,8.9981,4.31748811353631
1,2,87,8.9981,4.174387269895637
1,2,87,6.0032,3.6109179126442243
1,3,93,12.998,2.833213344056216
1,3,93,7.0015,1.0986122886681096
1,3,93,12.998,1.3862943611198906
1,3,93,8.9981,1.6094379124341003
1,3,93,8.9981,0.6931471805599453
1,3,93,19.0012,0.6931471805599453
1,3,93,7.0015,1.3862943611198906
1,3,93,7.0015,2.9444389791664403
1,3,93,15.0013,3.912023005428146
1,3,93,15.0013,5.049856007249537
1,2,93,6.0032,4.820281565605037
1,2,100,0.0,4.127134385045092
1,2,93,12.998,3.970291913552122
1,2,93,15.0013,4.174387269895637
1,1,93,11.0014,4.330733340286331
1,1,82,26.0027,4.1588830833596715
1,1,76,22.0028,4.343805421853684
1,1,71,19.9995,4.6443908991413725
1,1,53,35.0008,5.25227342804663
1,1,42,36.9974,5.209486152841421
1,1,45,32.9975,4.5217885770490405
1,1,48,36.9974,4.330733340286331
1,1,47,22.0028,4.1588830833596715
1,1,44,16.9979,3.713572066704308
1,1,44,30.0026,3.4965075614664802
1,1,40,30.0026,2.5649493574615367
1,1,44,35.0008,1.791759469228055
1,1,43,16.9979,1.0986122886681096
1,1,43,16.9979,0.6931471805599453
1,1,50,19.9995,1.0986122886681096
1,1,43,23.9994,3.6888794541139363
1,1,50,22.0028,4.477336814478207
1,1,50,23.9994,5.241747015059643
1,1,47,19.9995,4.897839799950911
1,1,43,22.0028,3.970291913552122
1,1,43,30.0026,4.174387269895637
1,1,40,23.9994,4.248495242049359
1,1,40,27.9993,3.9512437185814275
1,1,37,26.0027,3.8712010109078907
1,1,37,22.0028,4.110873864173311
1,1,37,16.9979,4.3694478524670215
1,1,40,12.998,5.170483995038151
1,1,40,11.0014,4.997212273764115
1,1,40,0.0,4.574710978503383
1,1,47,6.0032,4.700480365792417
1,1,55,7.0015,4.007333185232471
1,1,51,6.0032,3.7376696182833684
1,1,47,7.0015,3.6635616461296463
1,2,44,0.0,2.639057329615259
1,2,59,0.0,2.0794415416798357
1,2,63,7.0015,0.6931471805599453
1,2,63,7.0015,0.6931471805599453
1,2,63,8.9981,2.0794415416798357
1,2,55,0.0,3.367295829986474
1,1,59,0.0,4.477336814478207
1,1,74,8.9981,5.3981627015177525
1,2,80,8.9981,4.852030263919617
1,2,51,8.9981,3.9512437185814275
1,1,51,11.0014,4.174387269895637
1,2,48,11.0014,4.465908118654584
1,2,50,15.0013,4.418840607796598
1,2,45,11.0014,4.5217885770490405
1,2,48,16.9979,4.51085950651685
1,2,42,15.0013,4.605170185988092
1,2,56,8.9981,5.327876168789581
1,2,60,7.0015,5.049856007249537
1,2,65,8.9981,4.6443908991413725
1,2,65,11.0014,4.276666119016055
1,2,70,11.0014,3.784189633918261
1,2,65,11.0014,3.8501476017100584
1,2,70,8.9981,3.4657359027997265
1,2,70,11.0014,3.6888794541139363
1,2,65,11.0014,2.9444389791664403
1,2,75,11.0014,2.8903717578961645
1,2,75,11.0014,2.4849066497880004
1,3,93,8.9981,2.1972245773362196
1,3,100,6.0032,2.302585092994046
1,3,100,0.0,1.6094379124341003
1,3,93,6.0032,1.6094379124341003
1,3,100,6.0032,2.3978952727983707
1,3,100,6.0032,3.044522437723423
1,3,100,8.9981,3.5553480614894135
1,3,100,8.9981,3.8712010109078907
1,3,100,11.0014,3.970291913552122
1,3,100,11.0014,4.290459441148391
1,3,100,0.0,4.02535169073515
1,3,100,0.0,4.110873864173311
1,3,100,8.9981,4.276666119016055
1,2,100,19.0012,4.3694478524670215
1,2,93,30.0026,4.430816798843313
1,2,93,30.0026,4.442651256490317
1,1,87,16.9979,4.248495242049359
1,1,100,12.998,4.04305126783455
1,1,93,8.9981,3.828641396489095
1,1,93,15.0013,4.0943445622221
1,1,70,12.998,3.6888794541139363
1,1,65,27.9993,3.8066624897703196
1,1,60,22.0028,3.044522437723423
1,1,60,6.0032,2.639057329615259
1,1,60,23.9994,1.0986122886681096
1,1,60,15.0013,0.6931471805599453
1,1,60,15.0013,0.6931471805599453
1,1,65,11.0014,2.1972245773362196
1,1,65,7.0015,3.1780538303479458
1,1,56,7.0015,3.828641396489095
1,1,52,16.9979,4.499809670330265
1,1,49,16.9979,4.770684624465665
1,1,46,0.0,5.1647859739235145
1,1,46,0.0,5.209486152841421
1,1,46,6.0032,5.087596335232384
1,1,46,6.0032,5.209486152841421
1,1,49,7.0015,5.062595033026967
1,1,46,0.0,4.804021044733257
1,1,56,11.0014,4.3694478524670215
1,1,61,8.9981,3.091042453358316
1,1,61,7.0015,3.295836866004329
1,1,60,0.0,3.332204510175204
1,1,60,0.0,4.143134726391533
1,1,65,0.0,3.4339872044851463
1,1,65,0.0,2.772588722239781
1,1,75,0.0,1.791759469228055
1,1,80,0.0,1.3862943611198906
1,1,86,0.0,0.6931471805599453
1,1,86,0.0,1.0986122886681096
1,1,86,0.0,2.3978952727983707
1,1,93,0.0,3.4339872044851463
1,1,86,0.0,4.564348191467836
1,2,100,0.0,5.442417710521793
1,1,80,0.0,4.77912349311153
1,1,75,7.0015,4.02535169073515
1,1,65,6.0032,3.8712010109078907
1,2,62,0.0,4.204692619390966
1,2,57,6.0032,4.174387269895637
1,2,57,6.0032,4.110873864173311
1,2,54,6.0032,3.9318256327243257
1,2,57,8.9981,4.74493212836325
1,2,70,11.0014,5.37989735354046
1,2,66,8.9981,5.170483995038151
1,2,70,0.0,4.859812404361672
1,2,70,7.0015,4.48863636973214
1,1,70,0.0,4.3694478524670215
1,1,81,6.0032,3.6375861597263857
1,2,81,0.0,3.258096538021482
1,2,87,0.0,2.3978952727983707
1,2,87,0.0,1.6094379124341003
1,2,93,7.0015,1.0986122886681096
1,3,93,11.0014,0.6931471805599453
1,1,93,11.0014,1.3862943611198906
1,1,81,22.0028,1.0986122886681096
1,1,70,22.0028,3.6888794541139363
1,1,65,27.9993,4.61512051684126
1,1,56,32.9975,5.497168225293202
1,1,52,32.9975,4.912654885736052
1,1,47,36.9974,3.8918202981106265
1,1,47,31.0009,3.9318256327243257
1,1,38,32.9975,4.189654742026425
1,2,32,30.0026,3.9318256327243257
1,1,37,27.9993,4.174387269895637
1,1,35,26.0027,3.9512437185814275
1,1,35,35.0008,4.430816798843313
1,1,32,39.0007,5.176149732573829
1,1,32,26.0027,5.030437921392435
1,1,40,31.0009,4.624972813284271
1,1,40,22.0028,4.04305126783455
1,1,33,31.0009,4.007333185232471
1,1,33,23.9994,3.4011973816621555
1,1,33,22.0028,2.5649493574615367
1,1,36,23.9994,2.8903717578961645
1,1,36,15.0013,2.0794415416798357
1,1,38,19.0012,1.3862943611198906
1,1,45,8.9981,1.0986122886681096
1,1,45,7.0015,2.0794415416798357
1,1,45,0.0,3.784189633918261
1,1,49,7.0015,4.605170185988092
1,1,42,0.0,5.298317366548036
1,1,39,11.0014,4.820281565605037
1,1,36,0.0,4.0943445622221
1,2,43,11.0014,3.7376696182833684
1,2,40,15.0013,4.127134385045092
1,1,40,16.9979,4.248495242049359
1,1,34,19.9995,4.07753744390572
1,2,34,19.0012,4.174387269895637
1,2,37,16.9979,4.382026634673881
1,2,34,16.9979,5.117993812416755
1,2,47,19.9995,5.14166355650266
1,3,86,16.9979,4.48863636973214
1,3,86,11.0014,4.442651256490317
1,2,86,11.0014,4.430816798843313
1,3,80,11.0014,3.8501476017100584
1,3,80,12.998,3.6375861597263857
1,3,86,12.998,2.833213344056216
1,3,80,8.9981,2.0794415416798357
1,3,80,8.9981,1.3862943611198906
1,2,59,15.0013,0.6931471805599453
1,2,50,15.0013,1.9459101490553132
1,2,54,19.0012,3.295836866004329
1,1,50,27.9993,4.605170185988092
1,1,49,22.0028,5.187385805840755
1,1,42,23.9994,4.812184355372417
1,1,42,19.9995,3.58351893845611
1,1,39,23.9994,3.828641396489095
1,1,34,26.0027,4.248495242049359
1,1,29,19.9995,4.143134726391533
1,1,27,19.0012,3.8918202981106265
1,1,25,16.9979,3.9318256327243257
1,1,27,19.9995,4.394449154672439
1,1,26,12.998,5.111987788356544
1,1,28,8.9981,5.081404364984463
1,1,28,7.0015,4.727387818712341
1,1,31,6.0032,4.584967478670572
1,1,39,0.0,4.290459441148391
1,1,39,0.0,3.9512437185814275
1,1,42,7.0015,3.5553480614894135
1,1,49,7.0015,2.70805020110221
1,1,54,6.0032,2.0794415416798357
1,1,54,6.0032,1.3862943611198906
1,1,63,6.0032,1.6094379124341003
1,1,68,0.0,3.2188758248682006
1,1,73,0.0,4.31748811353631
1,1,74,11.0014,5.37989735354046
1,1,74,15.0013,4.948759890378168
1,1,69,12.998,3.8066624897703196
1,1,47,8.9981,4.174387269895637
1,1,47,8.9981,4.276666119016055
1,1,35,12.998,4.709530201312334
1,1,26,16.9979,4.442651256490317
1,1,21,11.0014,4.31748811353631
1,1,28,12.998,4.836281906951478
1,1,24,0.0,5.356586274672012
1,1,28,0.0,5.1647859739235145
1,1,33,0.0,4.624972813284271
1,1,55,8.9981,4.1588830833596715
1,1,59,8.9981,3.8712010109078907
1,1,64,6.0032,3.784189633918261
1,1,69,0.0,3.9889840465642745
1,1,69,6.0032,3.4339872044851463
1,1,86,0.0,3.2188758248682006
1,1,80,0.0,2.772588722239781
1,1,80,0.0,2.3978952727983707
1,1,74,6.0032,1.6094379124341003
1,1,74,6.0032,0.6931471805599453
1,1,93,12.998,1.0986122886681096
1,1,80,7.0015,2.4849066497880004
1,1,86,8.9981,3.4339872044851463
1,1,64,8.9981,3.784189633918261
1,1,41,16.9979,4.442651256490317
1,1,28,22.0028,4.74493212836325
1,1,39,31.0009,4.795790545596741
1,1,39,27.9993,4.912654885736052
1,1,31,19.0012,4.795790545596741
1,1,29,27.9993,5.1647859739235145
1,1,29,27.9993,4.983606621708336
1,1,31,35.0008,4.927253685157205
1,1,38,22.0028,4.174387269895637
1,1,38,11.0014,3.7376696182833684
1,1,41,15.0013,3.713572066704308
1,1,41,0.0,3.9512437185814275
1,1,44,6.0032,3.828641396489095
1,1,51,8.9981,3.4965075614664802
1,1,64,7.0015,3.6888794541139363
1,1,59,6.0032,3.2188758248682006
1,2,75,6.0032,3.044522437723423
1,2,69,7.0015,2.5649493574615367
1,2,69,11.0014,1.0986122886681096
1,2,69,8.9981,1.791759469228055
1,2,55,0.0,1.3862943611198906
1,2,64,12.998,2.5649493574615367
1,2,60,15.0013,3.8712010109078907
1,1,45,22.0028,4.663439094112067
1,1,39,30.0026,4.727387818712341
1,1,32,31.0009,5.030437921392435
1,1,29,23.9994,5.043425116919247
1,2,30,27.9993,5.087596335232384
1,2,30,19.9995,5.093750200806762
